"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"1213046","occurrence","","","127743","Oligaeschna wedmanni n. sp.","species","298264","Oligaeschna wedmanni","species","298264","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bembridge Marls","","","group of beds","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-06-28 17:29:45","2014-06-28 18:46:53","","4.17","44.91","315"
"1213047","occurrence","","","123960","Anglogomphaeschna eocenica","species","298263","Anglogomphaeschna eocenica","species","298263","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:29:48","2014-06-28 17:29:48","","4.17","44.91","315"
"1213048","occurrence","","","123960","Gynacanthinae "" indet. A informal","subfamily","298265","Gynacanthinae","subfamily","298265","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:29:48","2014-06-28 17:29:48","","4.17","44.91","315"
"1213049","occurrence","","","123960","Neophya legrandi n. sp.","species","298267","Neophya legrandi","species","298267","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:29:48","2014-06-28 17:29:48","","4.17","44.91","315"
"1213050","occurrence","","","21976","Anglogomphaeschna eocenica","species","298263","Anglogomphaeschna eocenica","species","298263","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:29:50","2014-06-28 17:29:50","","4.17","44.91","315"
"1213053","occurrence","","","123959","Oligaeschna wedmanni","species","298264","Oligaeschna wedmanni","species","298264","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:33:46","2014-06-28 17:33:46","","4.17","44.91","315"
"1213058","occurrence","","","21976","Corduliidae indet. B informal","family","71733","Corduliidae","family","71733","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:45:32","2014-06-28 17:45:32","","4.17","44.91","315"
"1213059","occurrence","","","123960","Corduliidae indet. A informal","family","71733","Corduliidae","family","71733","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 17:45:37","2014-06-28 17:45:37","","4.17","44.91","315"
"1213060","occurrence","","","156628","Lestes regina aff.","species","194613","Lestes regina","species","194613","Priabonian","","38","33.9","51854, 51854","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bembridge Marls","","","group of beds","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:01:30","2014-06-28 18:01:30","","4.17","44.91","315"
"1213061","occurrence","","","157666","Oligoargiolestes oligocenum","species","194674","Oligoargiolestes oligocenum","species","194674","Priabonian","","38","33.9","51854, 51854","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:10:04","2014-06-28 18:10:04","","4.17","44.91","315"
"1213062","occurrence","","","157666","Coenagrionoidea indet. A informal","superfamily","194195","Coenagrionoidea","superfamily","194195","Priabonian","","38","33.9","51854, 51854","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:10:04","2014-06-28 18:10:04","","4.17","44.91","315"
"1213063","occurrence","","","157666","Coenagrionoidea indet. B informal","superfamily","194195","Coenagrionoidea","superfamily","194195","Priabonian","","38","33.9","51854, 51854","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:10:04","2014-06-28 18:10:04","","4.17","44.91","315"
"1213064","occurrence","","","157666","Odonata indet.","order","71353","Odonata","order","71353","Priabonian","","38","33.9","51854, 51854","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:10:04","2014-06-28 18:10:04","","4.17","44.91","315"
"1213065","occurrence","","","157667","Corduliidae indet. A informal","family","71733","Corduliidae","family","71733","Priabonian","","38","33.9","51854, 51854","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:10:27","2014-06-28 18:10:27","","4.17","44.91","315"
"1213066","occurrence","","","21976","Corduliidae indet. C informal","family","71733","Corduliidae","family","71733","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:29:38","2014-06-28 18:29:38","","4.17","44.91","315"
"1213067","occurrence","","","21976","Eomacrodiplax incompleta","species","298270","Eomacrodiplax incompleta","species","298270","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:29:38","2014-06-28 18:29:38","","4.17","44.91","315"
"1213068","occurrence","","","123960","Eomacrodiplax n. gen. incompleta n. sp.","species","298270","Eomacrodiplax incompleta","species","298270","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:29:41","2014-06-28 18:29:41","","4.17","44.91","315"
"1213069","occurrence","","","123960","Calopterygiformia indet.","unranked clade","174985","Calopterygiformia","unranked clade","174985","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:29:41","2014-06-28 18:29:41","","4.17","44.91","315"
"1213070","occurrence","","","123960","Bolcathore ? sp. A informal","genus","238596","Bolcathore","genus","238596","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-06-28 18:29:41","2014-06-28 18:29:56","","4.17","44.91","315"
"1213071","occurrence","","","123960","Dysagrionini indet. A informal","tribe","298271","Dysagrionini","tribe","298271","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:29:41","2014-06-28 18:29:41","","4.17","44.91","315"
"1213072","occurrence","","","123960","Oligoargiolestes oligocenum","species","194674","Oligoargiolestes oligocenum","species","194674","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:32:51","2014-06-28 18:32:51","","4.17","44.91","315"
"1213073","occurrence","","","123960","Eohypolestes n. gen. hooleyi n. sp.","species","298275","Eohypolestes hooleyi","species","298275","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:32:51","2014-06-28 18:32:51","","4.17","44.91","315"
"1213074","occurrence","","","21976","Anglohypolestes n. gen. fasciata n. sp.","species","298273","Anglohypolestes fasciata","species","298273","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:32:54","2014-06-28 18:32:54","","4.17","44.91","315"
"1213075","occurrence","","","123960","Coenagrionidae indet. C informal","family","71727","Coenagrionidae","family","71727","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:38:10","2014-06-28 18:38:10","","4.17","44.91","315"
"1213076","occurrence","","","157669","Coenagrionidae indet. B informal","family","71727","Coenagrionidae","family","71727","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:39:23","2014-06-28 18:39:23","","4.17","44.91","315"
"1213077","occurrence","","","123960","Lestes regina aff.","species","194613","Lestes regina","species","194613","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","""insect beds""\r\nUpper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:40:29","2014-06-28 18:40:29","","4.17","44.91","315"
"1213078","occurrence","","","21976","Angloprotoneura n. gen. emilielacroixi n. sp.","species","298277","Angloprotoneura emilielacroixi","species","298277","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:40:31","2014-06-28 18:40:31","","4.17","44.91","315"
"1213079","occurrence","","","21976","Lestes regina aff.","species","194613","Lestes regina","species","194613","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:40:31","2014-06-28 18:40:31","","4.17","44.91","315"
"1213095","occurrence","","","21976","Aeschnophlebia andreasi","species","235857","Aeschnophlebia andreasi","species","235857","Priabonian","","38","33.9","51852, 51852","-1.360000","50.737999","UK","Isle of Wight","","outcrop","","38","33.9","106","106","106","Bouldnor","Solent","Bembridge Marls","","","","","","","","","Upper part of 13r chron just above 1n interval ","","lime mudstone","","lithified","argillaceous","","","","","","","lagoonal/restricted shallow subtidal","passive margin","The Bembridge Marls were deposited in fresh-brackish water lakes and lagoons","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-06-28 18:46:35","2014-06-28 18:46:35","","4.17","44.91","315"
"1215914","occurrence","","","118017","Bavarophlebia n. gen. schmeissneri n. sp.","species","178073","Bavarophlebia schmeissneri","species","178073","Hettangian","","201.3","199.3","35250, 35250","11.541000","50.006001","DE","Bavaria","Kulmbach","outcrop","","201.3","199.3","134","134","134","","","","","","","","","","","","Hettangian, Lower Liassic (alpha 1 and alpha 2),","","claystone","","","","","","","","","","pond","passive margin","After Van Konijnenburg-Van Cittert and Schmeissner (1999), this outcrops corresponds to a fluvial possibly deltaic succession. The sandstone represents point bars of a meandering river system; enclosed clay lenses contain a very rich flora and insects. The clay lenses represent deposits of old watercourses like oxbow lakes","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-07-17 16:44:22","2014-07-17 16:44:54","","19.82","38.98","305"
"1224388","occurrence","","","153650","Euthemistidae indet.","family","180015","Euthemistidae","family","180015","Late Berriasian","","145","140.2","52413, 52413","-1.950000","50.605000","UK","Dorset","","small collection","","145","140.2","123","123","123","Durlston","","","group of beds","","","","","","","","","","""limestone""","","lithified","","Y","","","","","","lagoonal/restricted shallow subtidal","passive margin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-08-25 23:14:52","2014-08-25 23:14:52","","16.17","33.00","315"
"1224389","occurrence","","","160648","Odonata larva A informal","order","71353","Odonata","order","71353","Early Berriasian","","145","140.2","52413, 52413","-2.437000","50.529999","UK","Dorset","","outcrop","","145","140.2","123","123","123","Lulworth","Purbeck","","group of beds","","","","","","","","""Cypris"" Freestones of Lower Purbeck","","""limestone""","","lithified","","","","","","","","lacustrine indet.","","Presence of dragonfly nymphs suggests freshwater environment","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-25 23:21:24","2014-08-25 23:22:51","","15.81","32.91","315"
"1224390","occurrence","","","160648","Odonata larva B informal","order","71353","Odonata","order","71353","Early Berriasian","","145","140.2","52413, 52413","-2.437000","50.529999","UK","Dorset","","outcrop","","145","140.2","123","123","123","Lulworth","Purbeck","","group of beds","","","","","","","","""Cypris"" Freestones of Lower Purbeck","","""limestone""","","lithified","","","","","","","","lacustrine indet.","","Presence of dragonfly nymphs suggests freshwater environment","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-25 23:21:24","2014-08-25 23:22:51","","15.81","32.91","315"
"1224440","occurrence","","","106281","Plesigomphaeschnaoides pindelskii n. sp.","species","178616","Plesigomphaeschnaoides pindelskii","species","178616","Late Hauterivian","","136.4","13","35206, 35206","-0.325000","51.133331","UK","Surrey","","outcrop","","136.4","13","40","122","121","Weald Clay","Wealden","Lower","bed","","","","","","","","bed 3, no local section name given","","mudstone","concretionary","","silty","","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-26 00:20:12","2014-08-26 00:21:35","","22.76","35.83","315"
"1224441","occurrence","","","106281","Valdaeshna ? andressi n. sp.","species","178582","Valdaeshna andressi","species","178582","Late Hauterivian","","136.4","13","35206, 35206","-0.325000","51.133331","UK","Surrey","","outcrop","","136.4","13","40","122","121","Weald Clay","Wealden","Lower","bed","","","","","","","","bed 3, no local section name given","","mudstone","concretionary","","silty","","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-26 00:20:12","2014-08-26 00:21:35","","22.76","35.83","315"
"1224450","occurrence","","","106281","Cretalestes n. gen. martinae n. sp.","species","216344","Cretalestes martinae","species","216344","Late Hauterivian","","136.4","13","39642, 39642","-0.325000","51.133331","UK","Surrey","","outcrop","","136.4","13","40","122","121","Weald Clay","Wealden","Lower","bed","","","","","","","","bed 3, no local section name given","","mudstone","concretionary","","silty","","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-26 00:38:48","2014-08-26 00:39:18","","22.76","35.83","315"
"1224458","occurrence","","","118921","Angloaeschnidium ? lacaui n. sp.","species","179481","Angloaeschnidium lacaui","species","179481","Early Barremian","","13","125.45","35493, 35493","-0.320000","51.132000","UK","Surrey","","small collection","","13","125.45","40","121","120","Weald Clay","Wealden","Upper","bed","","","","","","","","clay interval above British Geological Survey sandstone 3a","","claystone","concretionary,phosphatic","lithified","","Y","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-26 00:58:27","2014-08-26 01:02:42","","24.76","37.47","315"
"1224459","occurrence","","","118921","Cretarchistigma greenwoodi","species","216334","Cretarchistigma greenwoodi","species","216334","Early Barremian","","13","125.45","39642, 39642","-0.320000","51.132000","UK","Surrey","","small collection","","13","125.45","40","121","120","Weald Clay","Wealden","Upper","bed","","","","","","","","clay interval above British Geological Survey sandstone 3a","","claystone","concretionary,phosphatic","lithified","","Y","","","","","","lagoonal","passive margin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-08-26 00:59:22","2014-08-26 00:59:22","","24.76","37.47","315"
"1224464","occurrence","","","118921","Cordulagomphus europaeus n. sp.","species","176043","Cordulagomphus europaeus","species","176043","Early Barremian","","13","125.45","34990, 34990","-0.320000","51.132000","UK","Surrey","","small collection","","13","125.45","40","121","120","Weald Clay","Wealden","Upper","bed","","","","","","","","clay interval above British Geological Survey sandstone 3a","","claystone","concretionary,phosphatic","lithified","","Y","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-26 01:04:44","2014-08-26 01:05:09","","24.76","37.47","315"
"1224472","occurrence","","","160653","Valdaeshna n. gen. surreyensis n. sp.","species","107103","Valdaeshna surreyensis","species","107103","Late Hauterivian","","136.4","13","35008, 35008","-0.329077","51.136528","UK","Surrey","","small collection","","136.4","13","40","122","121","Weald","Wealden","Lower Weald Clay","","","","","","","","","clay interval above British Geological Survey sandstone 3a","","claystone","concretionary,phosphatic","","","Y","","","","","","lagoonal","passive margin","","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-08-26 01:16:29","2014-08-26 01:17:06","","22.76","35.84","315"
"1224750","occurrence","","","160748","Aeschnidiella kabanovi","species","179437","Aeschnidiella kabanovi","species","179437","Early Aptian","","125.45","122.46","52445, 52445","48.790001","53.970001","RU","","","outcrop","","125.45","122.46","40","120","119","","","","","","","","","","","","Age based on ammonite Deshayites (Parahoplites) deshayesi","","""siliciclastic""","","lithified","","","","","","","","marine indet.","foreland basin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-08-27 19:16:11","2014-08-27 19:16:11","","64.20","42.09","302"
"1224751","occurrence","","","160749","Aeschnidiella kabanovi","species","179437","Aeschnidiella kabanovi","species","179437","Aptian","","125","113","52445, 52445","48.250000","54.320000","RU","","","outcrop","","125","113","119","119","119","","","","","","","","","","","","Age based on ammonite Deshayites (Parahoplites) deshayesi","","""siliciclastic""","","lithified","","","","","","","","marine indet.","foreland basin","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-08-27 19:23:37","2014-08-27 19:23:37","","65.39","43.89","302"
"1232042","occurrence","","","123943","Parazacallites n. gen. aquisextanea n. sp.","species","241889","Parazacallites aquisextanea","species","241889","Chattian","","28.1","23.03","51670, 51670","5.454000","43.523998","FR","Bouches-Du-Rhone","","local area","","28.1","23.03","104","104","104","Niveau du gypse d'Aix","","","","","","","","","","","""The ‘insect formation’ is 2.5 m thick, divided in two parts that correspond to two very different environmental conditions. The first (lower) episode is remarkable by its lateral monotony of facies on a distance of 6 km at least, in the outcrops observed on the northwest of Aix-en-Provence. This lower episode is distinguished from the rest of the ‘insect formation’ and from the whole formation of Aix-en-Provence by the presence of a very numerous thin limestone laminae. The second (upper) episode is remarkable by the presence of many silici- fied laminae. The fauna in this level is also very well preserved""….This collection consists of unspecified layers","The deposit presents an alternation of limestone and marls with gypsum.","""limestone""","planar lamination","lithified","","","","","","","","lacustrine - large","rift","This lacustrine formation was deposited in a very large but shallow-water lake, with variable salinity and near the marine coast (Nury 1990, Nury & Thomassin 1994). Irregular basins formed during extension of the European platform in the Oligocene resulting from the formation of the West-European rift system.","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-09-19 15:37:26","2014-09-19 15:38:07","","8.76","38.99","305"
"1232054","occurrence","","","157306","Sympetrum italicum n. sp.","species","306108","Sympetrum italicum","species","306108","Messinian","","7.246","5.333","52822, 52822","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-09-19 17:00:42","2014-09-19 17:00:42","","13.90","42.43","307"
